crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, 
#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, 
4,148,70,23.2434,24.039,23.2578,35.2301,222.6,0.2,0.2586,-9,
4,148,72,23.2262,24.062,23.2411,35.2529,222.3,0.19,0.2344,-9,
4,148,74,23.2107,24.076,23.2259,35.2657,221.7,0.18,0.2367,-9,
4,148,76,23.2001,24.084,23.2158,35.2721,221.6,0.17,0.248,-9,
4,148,78,23.1928,24.088,23.2088,35.2749,221.3,0.16,0.292,-9,
4,148,80,23.1856,24.096,23.202,35.2827,222.2,0.15,0.2683,-9,
4,148,82,23.1689,24.102,23.1858,35.2836,220.5,0.14,0.2818,-9,
4,148,84,23.1576,24.108,23.1749,35.2885,220.3,0.13,0.3026,-9,
4,148,86,23.1401,24.119,23.1578,35.2952,220,0.12,0.2861,-9,
4,148,88,23.1343,24.122,23.1523,35.2969,219.5,0.11,0.2756,-9,
4,148,90,23.1257,24.126,23.1442,35.2995,218.9,0.11,0.2632,-9,
4,148,92,23.117,24.13,23.1359,35.3019,218.6,0.1,0.2796,-9,
4,148,94,23.1438,24.119,23.1631,35.2971,217.6,0.09,0.2992,-9,
4,148,96,23.0743,24.152,23.0939,35.3136,217.9,0.09,0.3524,-9,
4,148,98,23.0223,24.177,23.0424,35.3274,218.4,0.08,0.3842,-9,
4,148,100,23.0256,24.171,23.046,35.3207,217.3,0.08,0.4049,-9,
4,148,102,22.9848,24.185,23.0056,35.324,216.6,0.07,0.426,-9,
4,148,104,23.0403,24.166,23.0616,35.3192,216.2,0.07,0.4262,-9,
4,148,106,22.9049,24.212,22.9265,35.3281,215.8,0.06,0.4346,-9,
4,148,108,22.8739,24.221,22.8959,35.3292,214.7,0.06,0.446,-9,
4,148,110,22.8238,24.237,22.8462,35.3316,214.5,0.05,0.4584,-9,
4,148,112,22.7635,24.257,22.7862,35.3348,214,0.05,0.5142,-9,
4,148,114,22.6959,24.277,22.719,35.336,211.7,0.04,0.5563,-9,
4,148,116,22.6425,24.293,22.666,35.3369,211.6,0.04,0.589,-9,
4,148,118,22.5609,24.313,22.5847,35.3325,211.3,0.04,0.6152,-9,
4,148,120,22.4085,24.351,22.4326,35.3244,210.6,0.03,0.6512,-9,
4,148,122,22.2709,24.382,22.2953,35.315,207.4,0.03,0.6744,-9,
4,148,124,21.964,24.463,21.9885,35.3079,202.1,0.03,0.6849,-9,
4,148,126,22.0283,24.444,22.0533,35.3062,205.1,0.03,0.6744,-9,
4,148,128,21.8817,24.481,21.9069,35.3005,204.2,0.02,0.625,-9,
4,148,130,21.7001,24.518,21.7256,35.2829,203.1,0.02,0.5691,-9,
4,148,132,21.5196,24.558,21.5454,35.269,201.7,0.02,0.5453,-9,
4,148,134,21.3813,24.586,21.4073,35.2567,200.6,0.02,0.5394,-9,
4,148,136,21.2659,24.612,21.2922,35.2485,199.7,0.02,0.5549,-9,
4,148,138,21.1736,24.631,21.2002,35.2409,199.4,0.02,0.5565,-9,
4,148,140,21.0779,24.652,21.1048,35.2344,199.5,0.01,0.5156,-9,
4,148,142,20.9317,24.689,20.9589,35.2296,198.9,0.01,0.5039,-9,
4,148,144,20.794,24.716,20.8214,35.2172,198.6,0.01,0.4805,-9,
4,148,146,20.6248,24.756,20.6524,35.2091,198.8,0.01,0.4477,-9,
4,148,148,20.3994,24.806,20.4272,35.1954,198.3,0.01,0.4257,-9,
4,148,150,20.3879,24.803,20.4161,35.188,195.8,0.01,0.409,-9,
4,148,152,20.1409,24.858,20.1692,35.1728,195.1,0.01,0.3631,-9,
4,148,154,20.0086,24.882,20.0371,35.1589,195.4,0.01,0.3251,-9,
4,148,156,19.8697,24.909,19.8984,35.1459,195.5,0.01,0.3038,-9,
4,148,158,19.6968,24.949,19.7258,35.139,194.4,0.01,0.2822,-9,
4,148,160,19.5684,24.972,19.5976,35.1257,193.5,0.01,0.2349,-9,
4,148,162,19.4604,24.991,19.4898,35.1145,193.4,0.01,0.2023,-9,
4,148,164,19.1333,25.052,19.1628,35.0837,193.3,0.01,0.1752,-9,
4,148,166,19.0618,25.069,19.0915,35.0812,193.6,0.01,0.1213,-9,
4,148,168,18.9271,25.088,18.9571,35.0614,193.6,0.01,0.1037,-9,
4,148,170,19.4264,24.998,19.4572,35.1122,193.1,0.01,0.1008,-9,
4,148,172,18.7865,25.113,18.8169,35.0474,194.5,0.01,0.0842,-9,
4,148,174,18.7328,25.122,18.7636,35.0413,194.7,0.01,0.0784,-9,
4,148,176,18.6239,25.142,18.6549,35.032,195.5,-9,-9,-9,
4,148,178,18.9127,25.092,18.9444,35.0616,196.6,0.01,0.072,-9,
4,148,180,18.3256,25.197,18.3569,35.0057,199.1,0.01,0.0639,-9,
4,148,182,18.1912,25.221,18.2228,34.9934,199.5,0.01,0.0398,-9,
4,148,184,17.9891,25.252,18.0207,34.9693,199.1,0.01,0.0398,-9,
4,148,186,17.945,25.258,17.9769,34.9624,197.9,0.01,0.0381,-9,
4,148,188,17.3246,25.359,17.356,34.8978,200.8,-9,-9,-9,
4,148,190,17.7036,25.296,17.7359,34.9351,198,0.01,0.0195,-9,
4,148,192,17.5612,25.318,17.5936,34.9191,197.7,0.01,0.0195,-9,
4,148,194,17.4864,25.329,17.519,34.9088,196.7,0.01,0.0218,-9,
4,148,196,17.2235,25.37,17.2562,34.8799,197.4,0,0.0195,-9,
4,148,198,17.0857,25.39,17.1185,34.863,197,0,0.0195,-9,
4,148,200,16.97,25.407,17.003,34.8503,197.4,0,0.0195,-9,
5,177,0,24.5155,23.261,24.5155,34.6974,-9,39.27,-9,-9,
5,177,2,24.5093,23.252,24.5098,34.6839,-9,13.26,-9,-9,
5,177,4,24.5031,23.251,24.504,34.6798,-9,11.1,-9,-9,
5,177,6,24.4934,23.256,24.4947,34.6829,-9,8.63,-9,-9,
5,177,8,24.4644,23.265,24.4661,34.6834,-9,6.93,-9,-9,
5,177,10,24.4413,23.272,24.4434,34.6834,-9,6.46,-9,-9,
5,177,12,24.4162,23.281,24.4188,34.6854,-9,5.62,-9,-9,
5,177,14,24.3873,23.294,24.3903,34.6912,-9,5.44,-9,-9,
5,177,16,24.368,23.306,24.3714,34.6992,-9,4.65,-9,-9,
5,177,18,24.3559,23.307,24.3597,34.6957,-9,4.22,-9,-9,
5,177,20,24.3339,23.316,24.3382,34.6995,-9,3.85,-9,-9,
5,177,22,24.3027,23.329,24.3073,34.7036,-9,3.19,-9,-9,
5,177,24,24.2744,23.341,24.2795,34.709,-9,3.09,-9,-9,
5,177,26,24.2495,23.35,24.255,34.7105,-9,2.75,-9,-9,
5,177,28,24.2052,23.371,24.2111,34.7206,-9,2.59,-9,-9,
5,177,30,24.2061,23.369,24.2125,34.7187,-9,2.42,-9,-9,
5,177,32,24.1544,23.394,24.1612,34.7314,-9,2.25,-9,-9,
5,177,34,24.1261,23.406,24.1333,34.7361,230.9,2.02,-9,-9,
5,177,36,24.0523,23.437,24.0599,34.7488,229.4,1.98,-9,-9,
5,177,38,23.9892,23.466,23.9972,34.7624,230.1,1.77,-9,-9,
5,177,40,23.9229,23.497,23.9313,34.7771,230.9,1.7,-9,-9,
5,177,42,23.8841,23.517,23.8929,34.7876,231.3,1.58,-9,-9,
5,177,44,23.853,23.537,23.8622,34.803,231.4,1.53,-9,-9,
5,177,46,23.8217,23.554,23.8313,34.8126,-9,1.41,-9,-9,
5,177,48,23.7957,23.573,23.8058,34.8275,232.2,1.34,-9,-9,
5,177,50,23.7792,23.584,23.7896,34.8352,232,1.25,-9,-9,
5,177,52,23.7611,23.594,23.7719,34.842,231,1.15,-9,-9,
5,177,54,23.7508,23.599,23.762,34.8448,230.9,1.14,-9,-9,
5,177,56,23.7384,23.608,23.7501,34.8518,231.6,1.1,-9,-9,
5,177,58,23.7274,23.616,23.7395,34.8582,230.4,1,-9,-9,
5,177,60,23.7192,23.622,23.7317,34.8632,229.9,0.96,-9,-9,
5,177,62,23.7059,23.633,23.7188,34.8718,229.2,0.93,-9,-9,
5,177,64,23.6944,23.639,23.7077,34.8758,228.2,0.85,-9,-9,
5,177,66,23.6689,23.657,23.6826,34.8891,227.6,0.82,-9,-9,
5,177,68,23.6645,23.663,23.6787,34.8955,227.4,0.78,-9,-9,
5,177,70,23.6287,23.68,23.6433,34.905,226.7,0.74,-9,-9,
5,177,72,23.5962,23.694,23.6112,34.9103,224.2,0.69,-9,-9,
5,177,74,23.5957,23.699,23.6111,34.9161,225.8,0.64,-9,-9,
5,177,76,23.5728,23.71,23.5886,34.9221,225.1,0.62,-9,-9,
5,177,78,23.5796,23.712,23.5958,34.9283,225.1,0.57,-9,-9,
5,177,80,23.5728,23.72,23.5894,34.9358,223.4,0.53,-9,-9,
5,177,82,23.5574,23.73,23.5744,34.9427,223,0.51,-9,-9,
5,177,84,23.5546,23.741,23.572,34.9556,222.4,0.46,-9,-9,
5,177,86,23.5416,23.741,23.5595,34.9514,221.1,0.46,-9,-9,
5,177,88,23.5285,23.751,23.5467,34.9598,220.1,0.41,-9,-9,
5,177,90,23.5177,23.761,23.5364,34.9681,219.8,0.38,-9,-9,
5,177,92,23.4986,23.774,23.5177,34.9788,218.8,0.36,-9,-9,
5,177,94,23.4789,23.787,23.4984,34.9871,218.1,0.33,-9,-9,
5,177,96,23.4565,23.795,23.4764,34.9901,217.6,0.31,-9,-9,
5,177,98,23.475,23.796,23.4953,34.9984,216.1,0.28,-9,-9,
5,177,100,23.4243,23.826,23.445,35.0187,216.1,0.26,-9,-9,
5,177,102,23.404,23.835,23.4251,35.023,214.9,0.24,-9,-9,
5,177,104,23.3625,23.85,23.384,35.0256,214.3,0.22,-9,-9,
5,177,106,23.3279,23.876,23.3498,35.0471,212.8,0.21,-9,-9,
5,177,108,23.312,23.885,23.3343,35.0532,212.1,0.19,-9,-9,
5,177,110,23.2825,23.904,23.3052,35.0664,210.4,0.18,-9,-9,
5,177,112,23.2309,23.922,23.254,35.0707,209.1,0.17,-9,-9,
5,177,114,23.1375,23.954,23.1608,35.0767,208.6,0.15,-9,-9,
5,177,116,23.0931,23.969,23.1169,35.0799,208.6,0.14,-9,-9,
5,177,118,22.9446,24.015,22.9687,35.0839,204,0.13,-9,-9,
5,177,120,22.9465,24.021,22.971,35.0932,202.4,0.12,-9,-9,
5,177,122,22.7484,24.078,22.7732,35.0935,206.3,0.11,-9,-9,
5,177,124,22.6886,24.094,22.7137,35.0919,205.4,0.1,-9,-9,
5,177,126,22.615,24.116,22.6405,35.0933,203.2,0.09,-9,-9,
5,177,128,22.6012,24.124,22.627,35.0977,203.9,0.08,-9,-9,
5,177,130,22.4223,24.173,22.4484,35.0954,202.7,0.07,-9,-9,
5,177,132,22.2586,24.216,22.2849,35.0917,202.6,0.07,-9,-9,
5,177,134,22.2203,24.226,22.2471,35.0898,202.2,0.06,-9,-9,
5,177,136,22.1312,24.247,22.1582,35.0856,200.1,0.06,-9,-9,
5,177,138,22.0371,24.275,22.0645,35.0865,200.6,0.05,-9,-9,
5,177,140,21.9775,24.293,22.0052,35.0892,198.2,0.04,-9,-9,
5,177,142,21.8305,24.336,21.8584,35.0914,198.6,0.04,-9,-9,
5,177,144,21.6674,24.384,21.6956,35.0953,198.5,0.03,-9,-9,
5,177,146,21.6037,24.402,21.6322,35.0949,198.1,0.03,-9,-9,
5,177,148,21.449,24.442,21.4778,35.0919,197.9,0.02,-9,-9,
5,177,150,21.3852,24.457,21.4143,35.0883,197.2,0.02,-9,-9,
5,177,152,21.3261,24.473,21.3555,35.0879,195.8,0.02,-9,-9,
5,177,154,21.2033,24.508,21.233,35.0899,195.1,0.01,-9,-9,
5,177,156,21.115,24.535,21.145,35.0931,194.1,0.01,-9,-9,
5,177,158,21.0694,24.541,21.0998,35.0841,193.3,0.01,-9,-9,
5,177,160,20.9815,24.568,21.0121,35.0888,192.8,0.01,-9,-9,
5,177,162,20.92,24.587,20.951,35.0925,192.8,0.01,-9,-9,
5,177,164,20.8662,24.598,20.8975,35.0878,193.2,0.01,-9,-9,
5,177,166,20.7452,24.637,20.7767,35.0954,193.5,0.01,-9,-9,
5,177,168,20.6773,24.659,20.7091,35.1,193.3,0.01,-9,-9,
5,177,170,20.6353,24.664,20.6675,35.0921,193.8,0.01,-9,-9,
5,177,172,20.5935,24.677,20.626,35.0939,193.5,0.01,-9,-9,
5,177,174,20.4459,24.704,20.4787,35.0782,193.8,0.01,-9,-9,
5,177,176,20.3774,24.72,20.4104,35.0745,192.9,0.01,-9,-9,
5,177,178,20.2842,24.744,20.3175,35.0732,191.9,0.01,-9,-9,
5,177,180,20.2139,24.764,20.2474,35.076,191.2,0.01,-9,-9,
5,177,182,20.0862,24.789,20.12,35.0635,191.2,0.01,-9,-9,
5,177,184,20.0446,24.799,20.0787,35.0625,190.1,0.01,-9,-9,
5,177,186,19.962,24.815,19.9964,35.0554,189.4,0.01,-9,-9,
5,177,188,19.8871,24.836,19.9218,35.0568,188.8,0.01,-9,-9,
5,177,190,19.8178,24.851,19.8528,35.0528,189.1,0.01,-9,-9,
5,177,192,19.7651,24.869,19.8004,35.0587,189.4,0.01,-9,-9,
5,177,194,19.6963,24.885,19.7319,35.0552,189.5,0.01,-9,-9,
5,177,196,19.5899,24.904,19.6257,35.0435,189.5,-9,-9,-9,
5,177,198,19.6364,24.897,19.6726,35.0509,189.6,0.01,-9,-9,
5,177,200,19.4611,24.932,19.4974,35.0364,190.3,0.01,-9,-9,
6,229,0,23.97,23.622,23.97,34.9604,211.8,-9,-9,-9,
6,229,2,23.9915,23.612,23.9919,34.9551,213.6,9.27,-9,-9,
6,229,4,23.9935,23.614,23.9943,34.9587,214,5.54,0.0727,-9,
6,229,6,23.9882,23.62,23.9894,34.9652,216.8,2.52,0.0612,-9,
6,229,8,23.9853,23.621,23.987,34.9646,217.8,2.65,0.0788,-9,
6,229,10,23.9811,23.622,23.9832,34.9646,217.4,3.28,0.0804,-9,
6,229,12,23.975,23.622,23.9775,34.9625,218.2,3.24,0.0804,-9,
6,229,14,23.962,23.629,23.9649,34.9664,218.3,3.1,0.0757,-9,
6,229,16,23.9485,23.633,23.9519,34.9668,217.5,2.25,0.0804,-9,
6,229,18,23.9417,23.637,23.9454,34.969,218.6,2.1,0.1008,-9,
6,229,20,23.9272,23.645,23.9314,34.9735,218.4,2.19,0.1008,-9,
6,229,22,23.8997,23.657,23.9043,34.9786,217.7,1.91,0.0804,-9,
6,229,24,23.8254,23.691,23.8304,34.9952,217.4,1.71,0.0857,-9,
6,229,26,23.766,23.718,23.7714,35.008,217.1,1.76,0.105,-9,
6,229,28,23.5845,23.801,23.5903,35.0468,217.8,1.6,0.107,-9,
6,229,30,23.4431,23.868,23.4493,35.0805,218.5,1.64,0.1211,-9,
6,229,32,23.2808,23.94,23.2873,35.1134,218.7,1.62,0.1211,-9,
6,229,34,23.1682,23.987,23.1752,35.132,218.9,1.49,0.1041,-9,
6,229,36,23.1139,24.011,23.1213,35.1429,219.3,1.47,0.1008,-9,
6,229,38,23.0626,24.033,23.0704,35.1531,219.2,1.42,0.1008,-9,
6,229,40,23.0288,24.051,23.037,35.1631,218.8,1.48,0.1164,-9,
6,229,42,22.9818,24.073,22.9904,35.1743,217.8,1.43,0.1092,-9,
6,229,44,22.9567,24.084,22.9657,35.1794,217.5,1.48,0.1079,-9,
6,229,46,22.9225,24.1,22.9318,35.1878,216.6,1.48,0.1329,-9,
6,229,48,22.8918,24.114,22.9016,35.1946,215.7,1.42,0.1214,-9,
6,229,50,22.8705,24.124,22.8807,35.1999,215.1,1.48,0.1414,-9,
6,229,52,22.8442,24.136,22.8548,35.2059,215.2,1.5,0.1392,-9,
6,229,54,22.8063,24.153,22.8172,35.2133,214.6,1.49,0.1417,-9,
6,229,56,22.771,24.168,22.7824,35.2207,214.4,1.4,0.167,-9,
6,229,58,22.7294,24.186,22.7412,35.2275,214.6,1.35,0.1617,-9,
6,229,60,22.7078,24.196,22.7199,35.2335,213.7,1.35,0.1658,-9,
6,229,62,22.6737,24.211,22.6863,35.2396,213.1,1.27,0.1813,-9,
6,229,64,22.6392,24.224,22.6521,35.2438,212.7,1.3,0.182,-9,
6,229,66,22.5958,24.24,22.6091,35.2493,213,1.19,0.182,-9,
6,229,68,22.5322,24.262,22.5459,35.2534,213.3,1.06,0.2156,-9,
6,229,70,22.5048,24.274,22.5189,35.2591,213.9,1.06,0.2251,-9,
6,229,72,22.4665,24.288,22.481,35.2634,214.4,0.96,0.2417,-9,
6,229,74,22.4233,24.302,22.4382,35.2656,215.2,0.89,0.2562,-9,
6,229,76,22.3747,24.316,22.39,35.2663,214.5,0.84,0.2632,-9,
6,229,78,22.3276,24.33,22.3432,35.2674,216.2,0.73,0.2635,-9,
6,229,80,22.2796,24.345,22.2956,35.2689,216.4,0.69,0.2686,-9,
6,229,82,22.2144,24.365,22.2307,35.2706,215.9,0.62,0.2794,-9,
6,229,84,22.1371,24.389,22.1538,35.2745,215.2,0.56,0.2993,-9,
6,229,86,22.035,24.416,22.052,35.272,213,0.52,0.3488,-9,
6,229,88,21.9476,24.439,21.965,35.2705,212.5,0.48,0.3888,-9,
6,229,90,21.8292,24.469,21.8469,35.2654,212,0.42,0.4646,-9,
6,229,92,21.7698,24.484,21.7879,35.2636,211.5,0.38,0.4877,-9,
6,229,94,21.6623,24.509,21.6807,35.2573,210.4,0.34,0.5695,-9,
6,229,96,21.5016,24.547,21.5203,35.2484,207.5,0.3,0.9779,-9,
6,229,98,21.3924,24.573,21.4114,35.2431,207.2,0.25,1.3536,-9,
6,229,100,21.2466,24.606,21.2659,35.2334,206.3,0.23,1.565,-9,
6,229,102,21.0966,24.639,21.1162,35.2235,205.7,0.21,1.5626,-9,
6,229,104,20.9614,24.667,20.9813,35.2123,202.6,0.19,1.5291,-9,
6,229,106,20.8614,24.692,20.8816,35.2085,202.3,0.16,1.4467,-9,
6,229,108,20.7218,24.722,20.7423,35.1989,201.3,0.15,1.3399,-9,
6,229,110,20.6002,24.747,20.621,35.1885,200.3,0.13,1.2782,-9,
6,229,112,20.4604,24.775,20.4814,35.1756,199.5,0.12,1.2312,-9,
6,229,114,20.3487,24.796,20.37,35.1643,197.3,0.11,1.2034,-9,
6,229,116,20.1764,24.831,20.1979,35.1507,194.8,0.1,1.1843,-9,
6,229,118,20.0945,24.848,20.1164,35.1437,194.1,0.09,1.1106,-9,
6,229,120,19.9847,24.87,20.0069,35.1356,193.2,0.08,0.9802,-9,
6,229,122,19.8095,24.905,19.8319,35.1207,192.1,0.07,0.8775,-9,
6,229,124,19.6384,24.939,19.661,35.1057,190.2,0.07,0.8255,-9,
6,229,126,19.5691,24.951,19.5921,35.0979,188.1,0.06,0.7536,-9,
6,229,128,19.4593,24.973,19.4825,35.0897,187.7,0.06,0.7128,-9,
6,229,130,19.3656,24.992,19.3891,35.0832,187.1,0.05,0.71,-9,
6,229,132,19.2426,25.017,19.2663,35.0746,188,0.05,0.6927,-9,
6,229,134,19.154,25.035,19.1781,35.068,188.8,0.04,0.6482,-9,
6,229,136,19.0782,25.05,19.1026,35.0628,189.2,0.04,0.6292,-9,
6,229,138,18.9964,25.068,19.021,35.0582,190.4,0.04,0.6402,-9,
6,229,140,18.9066,25.084,18.9315,35.049,191.7,0.03,0.5864,-9,
6,229,142,18.8144,25.102,18.8396,35.0424,192.8,0.03,0.5549,-9,
6,229,144,18.72,25.117,18.7454,35.0313,193.5,0.03,0.5424,-9,
6,229,146,18.6113,25.134,18.637,35.0175,193.6,0.03,0.4984,-9,
6,229,148,18.4974,25.154,18.5233,35.0057,193.6,0.03,0.4827,-9,
6,229,150,18.3887,25.172,18.4149,34.9939,193.1,0.02,0.4494,-9,
6,229,152,18.3075,25.185,18.3339,34.9847,192.6,0.02,0.4253,-9,
6,229,154,18.2085,25.199,18.2351,34.9705,192.2,0.02,0.391,-9,
6,229,156,18.1367,25.21,18.1636,34.9619,191.4,0.02,0.3865,-9,
6,229,158,18.0446,25.224,18.0718,34.9507,191.6,0.02,0.3681,-9,
6,229,160,17.9355,25.241,17.9629,34.937,191.9,0.02,0.3444,-9,
6,229,162,17.8492,25.255,17.8768,34.9277,192.2,0.02,0.3268,-9,
6,229,164,17.7855,25.267,17.8134,34.9229,193.4,0.01,0.3044,-9,
6,229,166,17.6735,25.282,17.7016,34.9076,192.1,0.01,0.2903,-9,
6,229,168,17.5811,25.295,17.6094,34.8952,192.3,0.01,0.2773,-9,
6,229,170,17.4647,25.313,17.4933,34.8819,192.6,0.01,0.2453,-9,
6,229,172,17.3881,25.326,17.417,34.8748,193.7,0.01,0.2218,-9,
6,229,174,17.2214,25.348,17.2504,34.8509,192.8,0.01,0.1858,-9,
6,229,176,17.0901,25.366,17.1192,34.8332,193.7,0.01,0.1498,-9,
6,229,178,16.9844,25.381,17.0137,34.8196,193.8,0.01,0.1087,-9,
6,229,180,16.8612,25.398,16.8908,34.8041,194.5,0.01,0.1008,-9,
6,229,182,16.7637,25.411,16.7935,34.7912,194.1,0.01,0.0906,-9,
6,229,184,16.637,25.427,16.6669,34.7741,193.7,0.01,0.0804,-9,
6,229,186,16.5522,25.439,16.5823,34.763,194.6,0.01,0.0661,-9,
6,229,188,16.4558,25.452,16.4861,34.7513,195.1,0.01,0.0491,-9,
6,229,190,16.3696,25.463,16.4001,34.7397,194.8,0.01,0.0398,-9,
6,229,192,16.234,25.483,16.2647,34.7248,194.5,0.01,0.0436,-9,
6,229,194,16.0914,25.504,16.1222,34.7099,194.7,0.01,0.0398,-9,
6,229,196,15.9996,25.513,16.0306,34.6936,194.9,0.01,0.0208,-9,
6,229,198,15.8568,25.529,15.8879,34.6728,195.2,0.01,0.0056,-9,
6,229,200,15.7055,25.551,15.7367,34.6562,195.3,0.01,-0.0071,-9,
7,266,0,25.8986,22.73,25.8986,34.5537,-9,-9,-9,-9,
7,266,2,25.8823,22.731,25.8828,34.5488,-9,-9,-9,-9,
7,266,4,25.8774,22.729,25.8783,34.544,-9,-9,-9,-9,
7,266,6,25.8613,22.738,25.8627,34.5492,-9,-9,-9,-9,
7,266,8,25.8492,22.742,25.851,34.5486,-9,-9,-9,-9,
7,266,10,25.8329,22.746,25.8351,34.5479,-9,-9,-9,-9,
7,266,12,25.823,22.749,25.8257,34.5476,-9,-9,-9,-9,
7,266,14,25.8235,22.748,25.8266,34.5471,-9,-9,-9,-9,
7,266,16,25.7959,22.74,25.7994,34.5249,-9,-9,-9,-9,
7,266,18,25.7771,22.758,25.7811,34.5407,216.5,-9,-9,-9,
7,266,20,25.7558,22.775,25.7602,34.5551,214,-9,-9,-9,
7,266,22,25.7314,22.788,25.7362,34.5615,213.8,-9,-9,-9,
7,266,24,25.7239,22.785,25.7292,34.5543,214.9,-9,-9,-9,
7,266,26,25.7037,22.799,25.7095,34.5646,213.6,-9,-9,-9,
7,266,28,25.6852,22.806,25.6914,34.5673,214,-9,-9,-9,
7,266,30,25.6691,22.815,25.6757,34.572,213.2,-9,-9,-9,
7,266,32,25.6525,22.825,25.6595,34.5788,213.1,-9,-9,-9,
7,266,34,25.6446,22.83,25.6521,34.5818,212.2,-9,-9,-9,
7,266,36,25.6457,22.832,25.6537,34.5848,211.8,-9,-9,-9,
7,266,38,25.6462,22.833,25.6546,34.5866,211.4,-9,-9,-9,
7,266,40,25.6435,22.835,25.6523,34.5876,211.1,-9,-9,-9,
7,266,42,25.6393,22.836,25.6486,34.5876,210.3,-9,-9,-9,
7,266,44,25.633,22.837,25.6427,34.587,210.9,-9,-9,-9,
7,266,46,25.6234,22.839,25.6335,34.5857,210.2,-9,-9,-9,
7,266,48,25.6091,22.843,25.6197,34.584,210.4,-9,-9,-9,
7,266,50,25.5853,22.848,25.5963,34.5812,210.8,-9,-9,-9,
7,266,52,25.5286,22.862,25.5401,34.577,212.2,-9,-9,-9,
7,266,54,25.4594,22.879,25.4712,34.571,212.7,-9,-9,-9,
7,266,56,25.4106,22.89,25.4228,34.566,213.2,-9,-9,-9,
7,266,58,25.349,22.906,25.3617,34.5625,213.1,-9,-9,-9,
7,266,60,25.2686,22.933,25.2817,34.5655,213.6,-9,-9,-9,
7,266,62,25.1644,22.965,25.1779,34.5657,213.9,-9,-9,-9,
7,266,64,25.0785,22.991,25.0924,34.5657,214,-9,-9,-9,
7,266,66,24.9736,23.025,24.9879,34.5689,214.7,-9,-9,-9,
7,266,68,24.8319,23.076,24.8465,34.5793,215.9,-9,-9,-9,
7,266,70,24.7487,23.103,24.7637,34.5819,217.1,-9,-9,-9,
7,266,72,24.671,23.131,24.6865,34.5882,217,-9,-9,-9,
7,266,74,24.5053,23.184,24.521,34.592,222.2,-9,-9,-9,
7,266,76,24.491,23.201,24.5072,34.6093,217.6,-9,-9,-9,
7,266,78,24.3985,23.248,24.4151,34.634,218.1,-9,-9,-9,
7,266,80,24.3274,23.281,24.3444,34.6503,217.9,-9,-9,-9,
7,266,82,24.2824,23.306,24.2998,34.666,217.6,-9,-9,-9,
7,266,84,24.1598,23.375,24.1775,34.7081,217,-9,-9,-9,
7,266,86,24.1374,23.387,24.1556,34.7151,217.9,-9,-9,-9,
7,266,88,24.0772,23.427,24.0958,34.7448,218,-9,-9,-9,
7,266,90,24.012,23.479,24.031,34.7879,217.7,-9,-9,-9,
7,266,92,23.9224,23.538,23.9418,34.8309,216.4,-9,-9,-9,
7,266,94,23.9012,23.553,23.9209,34.8424,216.5,-9,-9,-9,
7,266,96,23.8695,23.57,23.8896,34.8529,216.5,-9,-9,-9,
7,266,98,23.811,23.599,23.8315,34.8687,217.3,-9,-9,-9,
7,266,100,23.8043,23.608,23.8252,34.8771,216.9,-9,-9,-9,
7,266,102,23.7245,23.651,23.7458,34.9036,216.9,-9,-9,-9,
7,266,104,23.6308,23.702,23.6525,34.9344,216.2,-9,-9,-9,
7,266,106,23.5802,23.731,23.6023,34.9526,215.1,-9,-9,-9,
7,266,108,23.4615,23.787,23.4839,34.9813,215.5,-9,-9,-9,
7,266,110,23.4424,23.799,23.4652,34.9901,212.2,-9,-9,-9,
7,266,112,23.3737,23.837,23.3969,35.0136,211.8,-9,-9,-9,
7,266,114,23.2968,23.878,23.3203,35.0382,212,-9,-9,-9,
7,266,116,23.2553,23.898,23.2792,35.049,211.6,-9,-9,-9,
7,266,118,23.2077,23.921,23.232,35.0605,211.7,-9,-9,-9,
7,266,120,23.1499,23.948,23.1745,35.0743,212.3,-9,-9,-9,
7,266,122,23.1008,23.97,23.1258,35.0844,212.1,-9,-9,-9,
7,266,124,23.0238,24,23.0492,35.0942,211.8,-9,-9,-9,
7,266,126,22.9183,24.037,22.944,35.1031,211.9,-9,-9,-9,
7,266,128,22.8598,24.06,22.8858,35.1117,211.8,-9,-9,-9,
7,266,130,22.7374,24.094,22.7638,35.1094,210.6,-9,-9,-9,
7,266,132,22.6848,24.117,22.7115,35.1206,210.7,-9,-9,-9,
7,266,134,22.5959,24.148,22.623,35.1283,210,-9,-9,-9,
7,266,136,22.4302,24.183,22.4575,35.1116,209.7,-9,-9,-9,
7,266,138,22.3454,24.204,22.3731,35.1081,206.7,-9,-9,-9,
7,266,140,22.2459,24.233,22.2738,35.1095,206.2,-9,-9,-9,
7,266,142,22.0563,24.277,22.0845,35.0967,199.7,-9,-9,-9,
7,266,144,22.1093,24.275,22.138,35.114,202.1,-9,-9,-9,
7,266,146,22.0241,24.305,22.0531,35.1213,201.2,-9,-9,-9,
7,266,148,21.8809,24.345,21.9101,35.1211,201.7,-9,-9,-9,
7,266,150,21.7314,24.383,21.7609,35.1162,200.3,-9,-9,-9,
7,266,152,21.505,24.439,21.5347,35.1076,194.9,-9,-9,-9,
7,266,154,21.5356,24.433,21.5656,35.1112,195.3,-9,-9,-9,
